Issuer Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Nominal,Price,Location,Exchange,Market Currency
NVDA,NVIDIA CORP,Information Technology,Equity,7780621424.44,5.62039,7780621424.44,38926463,199.88,United States,NASDAQ,USD
AAPL,APPLE INC,Information Technology,Equity,6266921013.02,4.52696,6266921013.02,23544806,266.17,United States,NASDAQ,USD
MSFT,MICROSOFT CORP,Information Technology,Equity,4797562205.92,3.46556,4797562205.92,11310737,424.16,United States,NASDAQ,USD
AMZN,AMAZON COM INC,Consumer Discretionary,Equity,3851693640.93,2.7823,3851693640.93,15412323,249.91,United States,NASDAQ,USD
GOOGL,ALPHABET INC CLASS A,Communication,Equity,3097870221.39,2.23777,3097870221.39,9322791,332.29,United States,NASDAQ,USD
AVGO,BROADCOM INC,Information Technology,Equity,2901800124.69,2.09614,2901800124.69,7215357,402.17,United States,NASDAQ,USD
GOOG,ALPHABET INC CLASS C,Communication,Equity,2575495803.51,1.86043,2575495803.51,7793433,330.47,United States,NASDAQ,USD
META,META PLATFORMS INC CLASS A,Communication,Equity,2333824880.08,1.68586,2333824880.08,3489362,668.84,United States,NASDAQ,USD
TSLA,TESLA INC,Consumer Discretionary,Equity,1749914176.18,1.26406,1749914176.18,4528529,386.42,United States,NASDAQ,USD
JPM,JPMORGAN CHASE & CO,Financials,Equity,1364944798,0.98598,1364944798,4360846,313,United States,New York Stock Exchange Inc.,USD
LLY,ELI LILLY,Health Care,Equity,1157866692.32,0.83639,1157866692.32,1282216,903.02,United States,New York Stock Exchange Inc.,USD
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Financials,Equity,1029978978.5,0.74401,1029978978.5,2198461,468.5,United States,New York Stock Exchange Inc.,USD
XOM,EXXON MOBIL CORP,Energy,Equity,1008688067.92,0.72863,1008688067.92,6798922,148.36,United States,New York Stock Exchange Inc.,USD
ASML,ASML HOLDING NV,Information Technology,Equity,908649186.12,0.65637,908649186.12,625050,1453.72,Netherlands,Euronext Amsterdam,EUR
WMT,WALMART INC,Consumer Staples,Equity,907965288,0.65588,907965288,7005905,129.6,United States,NASDAQ,USD
JNJ,JOHNSON & JOHNSON,Health Care,Equity,867492541.52,0.62664,867492541.52,3835747,226.16,United States,New York Stock Exchange Inc.,USD
V,VISA INC CLASS A,Financials,Equity,839639237.72,0.60652,839639237.72,2709038,309.94,United States,New York Stock Exchange Inc.,USD
MU,MICRON TECHNOLOGY INC,Information Technology,Equity,803127891.58,0.58015,803127891.58,1787191,449.38,United States,NASDAQ,USD
AMD,ADVANCED MICRO DEVICES INC,Information Technology,Equity,740093053.77,0.53461,740093053.77,2601473,284.49,United States,NASDAQ,USD
COST,COSTCO WHOLESALE CORP,Consumer Staples,Equity,715155049.44,0.5166,715155049.44,711024,1005.81,United States,NASDAQ,USD
MA,MASTERCARD INC CLASS A,Financials,Equity,696919937.7,0.50343,696919937.7,1362902,511.35,United States,New York Stock Exchange Inc.,USD
NFLX,NETFLIX INC,Communication,Equity,628145856.84,0.45375,628145856.84,6784898,92.58,United States,NASDAQ,USD
CAT,CATERPILLAR INC,Industrials,Equity,607019656.6,0.43849,607019656.6,758348,800.45,United States,New York Stock Exchange Inc.,USD
BAC,BANK OF AMERICA CORP,Financials,Equity,587008726.92,0.42403,587008726.92,10976229,53.48,United States,New York Stock Exchange Inc.,USD
ABBV,ABBVIE INC,Health Care,Equity,578566600,0.41793,578566600,2820625,205.12,United States,New York Stock Exchange Inc.,USD
CVX,CHEVRON CORP,Energy,Equity,573752763.52,0.41445,573752763.52,3085024,185.98,United States,New York Stock Exchange Inc.,USD
CSCO,CISCO SYSTEMS INC,Information Technology,Equity,562892167.5,0.40661,562892167.5,6275275,89.7,United States,NASDAQ,USD
HD,HOME DEPOT INC,Consumer Discretionary,Equity,542386258.32,0.3918,542386258.32,1577071,343.92,United States,New York Stock Exchange Inc.,USD
PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,Equity,534157655.02,0.38585,534157655.02,3659366,145.97,United States,NASDAQ,USD
PG,PROCTER & GAMBLE,Consumer Staples,Equity,530335982.16,0.38309,530335982.16,3726363,142.32,United States,New York Stock Exchange Inc.,USD
LRCX,LAM RESEARCH CORP,Information Technology,Equity,519637361.18,0.37536,519637361.18,2011214,258.37,United States,NASDAQ,USD
HSBA,HSBC HOLDINGS PLC,Financials,Equity,508033426.18,0.36698,508033426.18,27763492,18.3,United Kingdom,London Stock Exchange,GBP
UNH,UNITEDHEALTH GROUP INC,Health Care,Equity,502687826.13,0.36312,502687826.13,1452813,346.01,United States,New York Stock Exchange Inc.,USD
AMAT,APPLIED MATERIAL INC,Information Technology,Equity,501049105.22,0.36194,501049105.22,1270634,394.33,United States,NASDAQ,USD
ORCL,ORACLE CORP,Information Technology,Equity,494561308.23,0.35725,494561308.23,2729819,181.17,United States,New York Stock Exchange Inc.,USD
GE,GE AEROSPACE,Industrials,Equity,484924084.06,0.35029,484924084.06,1691222,286.73,United States,New York Stock Exchange Inc.,USD
AZN,ASTRAZENECA PLC,Health Care,Equity,484622294.08,0.35007,484622294.08,2463967,196.68,United Kingdom,London Stock Exchange,GBP
KO,COCA-COLA,Consumer Staples,Equity,484016259.6,0.34963,484016259.6,6479468,74.7,United States,New York Stock Exchange Inc.,USD
INTC,INTEL CORPORATION CORP,Information Technology,Equity,477610627.54,0.34501,477610627.54,7208129,66.26,United States,NASDAQ,USD
ROP,ROCHE PS PAR AG,Health Care,Equity,459739461.91,0.3321,459739461.91,1130217,406.77,Switzerland,SIX Swiss Exchange,CHF
NOVN,NOVARTIS AG,Health Care,Equity,456430519.62,0.32971,456430519.62,3065672,148.88,Switzerland,SIX Swiss Exchange,CHF
MRK,MERCK & CO INC,Health Care,Equity,453399108.96,0.32752,453399108.96,4028066,112.56,United States,New York Stock Exchange Inc.,USD
GS,GOLDMAN SACHS GROUP INC,Financials,Equity,445180405.05,0.32158,445180405.05,480471,926.55,United States,New York Stock Exchange Inc.,USD
GEV,GE VERNOVA INC,Industrials,Equity,429698811,0.3104,429698811,433470,991.3,United States,New York Stock Exchange Inc.,USD
WFC,WELLS FARGO,Financials,Equity,410089751.05,0.29623,410089751.05,5028691,81.55,United States,New York Stock Exchange Inc.,USD
SHEL,SHELL PLC,Energy,Equity,408781272.24,0.29529,408781272.24,9237192,44.25,United Kingdom,London Stock Exchange,GBP
NESN,NESTLE SA,Consumer Staples,Equity,402616550.09,0.29083,402616550.09,4166141,96.64,Switzerland,SIX Swiss Exchange,CHF
RTX,RTX CORP,Industrials,Equity,402012710.16,0.2904,402012710.16,2147848,187.17,United States,New York Stock Exchange Inc.,USD
RY,ROYAL BANK OF CANADA,Financials,Equity,399694487.21,0.28872,399694487.21,2246872,177.89,Canada,Toronto Stock Exchange,CAD
IBM,INTERNATIONAL BUSINESS MACHINES CO,Information Technology,Equity,379857895.36,0.27439,379857895.36,1485677,255.68,United States,New York Stock Exchange Inc.,USD
PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,Equity,379690974,0.27427,379690974,2477592,153.25,United States,New York Stock Exchange Inc.,USD
KLAC,KLA CORP,Information Technology,Equity,377741443.12,0.27286,377741443.12,211576,1785.37,United States,NASDAQ,USD
C,CITIGROUP INC,Financials,Equity,377442548.16,0.27265,377442548.16,2866362,131.68,United States,New York Stock Exchange Inc.,USD
LIN,LINDE PLC,Materials,Equity,369027919.68,0.26657,369027919.68,745752,494.84,United States,NASDAQ,USD
MS,MORGAN STANLEY,Financials,Equity,363334164.05,0.26246,363334164.05,1919255,189.31,United States,New York Stock Exchange Inc.,USD
CBA,COMMONWEALTH BANK OF AUSTRALIA,Financials,Equity,343195036.96,0.24791,343195036.96,2667083,128.68,Australia,Asx - All Markets,AUD
MCD,MCDONALDS CORP,Consumer Discretionary,Equity,340420585.12,0.24591,340420585.12,1127818,301.84,United States,New York Stock Exchange Inc.,USD
TXN,TEXAS INSTRUMENT INC,Information Technology,Equity,339561991.5,0.24529,339561991.5,1456410,233.15,United States,NASDAQ,USD
SIE,SIEMENS N AG,Industrials,Equity,339068619.39,0.24493,339068619.39,1194205,283.93,Germany,Xetra,EUR
PEP,PEPSICO INC,Consumer Staples,Equity,337483924.8,0.24378,337483924.8,2178440,154.92,United States,NASDAQ,USD
8306,MITSUBISHI UFJ FINANCIAL GROUP INC,Financials,Equity,324382669.94,0.23432,324382669.94,18265936,17.76,Japan,Tokyo Stock Exchange,JPY
BHP,BHP GROUP LTD,Materials,Equity,323613188.23,0.23376,323613188.23,8135954,39.78,Australia,Asx - All Markets,AUD
TMO,THERMO FISHER SCIENTIFIC INC,Health Care,Equity,318952723.39,0.2304,318952723.39,608027,524.57,United States,New York Stock Exchange Inc.,USD
USD,USD CASH,Cash and/or Derivatives,Cash,312846986.9,0.22599,312846986.9,312846987,100,United States,--,USD
7203,TOYOTA MOTOR CORP,Consumer Discretionary,Equity,310369884.24,0.2242,310369884.24,15081800,20.58,Japan,Tokyo Stock Exchange,JPY
VZ,VERIZON COMMUNICATIONS INC,Communication,Equity,310164328.39,0.22405,310164328.39,6703357,46.27,United States,New York Stock Exchange Inc.,USD
DIS,WALT DISNEY,Communication,Equity,300400044.7,0.217,300400044.7,2880430,104.29,United States,New York Stock Exchange Inc.,USD
SAP,SAP,Information Technology,Equity,300306416.63,0.21693,300306416.63,1690503,177.64,Germany,Xetra,EUR
ADI,ANALOG DEVICES INC,Information Technology,Equity,299673734.85,0.21647,299673734.85,798555,375.27,United States,NASDAQ,USD
NEE,NEXTERA ENERGY INC,Utilities,Equity,297544533.6,0.21493,297544533.6,3284156,90.6,United States,New York Stock Exchange Inc.,USD
AXP,AMERICAN EXPRESS,Financials,Equity,296681062.74,0.21431,296681062.74,899606,329.79,United States,New York Stock Exchange Inc.,USD
T,AT&T INC,Communication,Equity,295962774.2,0.21379,295962774.2,11435965,25.88,United States,New York Stock Exchange Inc.,USD
AMGN,AMGEN INC,Health Care,Equity,295577091.98,0.21351,295577091.98,857093,344.86,United States,NASDAQ,USD
ANET,ARISTA NETWORKS INC,Information Technology,Equity,294836238.96,0.21298,294836238.96,1705636,172.86,United States,New York Stock Exchange Inc.,USD
SAN,BANCO SANTANDER SA,Financials,Equity,294068239.29,0.21242,294068239.29,23530962,12.5,Spain,Bolsa De Madrid,EUR
APH,AMPHENOL CORP CLASS A,Information Technology,Equity,292575399.25,0.21134,292575399.25,1925725,151.93,United States,New York Stock Exchange Inc.,USD
ALV,ALLIANZ,Financials,Equity,285912056.19,0.20653,285912056.19,616231,463.97,Germany,Xetra,EUR
TTE,TOTALENERGIES,Energy,Equity,285744085.25,0.20641,285744085.25,3240638,88.18,France,Nyse Euronext - Euronext Paris,EUR
TD,TORONTO DOMINION,Financials,Equity,285746284.99,0.20641,285746284.99,2706470,105.58,Canada,Toronto Stock Exchange,CAD
CRM,SALESFORCE INC,Information Technology,Equity,283383334.08,0.2047,283383334.08,1514528,187.11,United States,New York Stock Exchange Inc.,USD
TJX,TJX INC,Consumer Discretionary,Equity,281915338.25,0.20364,281915338.25,1770269,159.25,United States,New York Stock Exchange Inc.,USD
SU,SCHNEIDER ELECTRIC,Industrials,Equity,279355947.03,0.20179,279355947.03,873610,319.77,France,Nyse Euronext - Euronext Paris,EUR
BA,BOEING,Industrials,Equity,274928111.08,0.1986,274928111.08,1254463,219.16,United States,New York Stock Exchange Inc.,USD
GILD,GILEAD SCIENCES INC,Health Care,Equity,264321134.37,0.19093,264321134.37,1983053,133.29,United States,NASDAQ,USD
ABT,ABBOTT LABORATORIES,Health Care,Equity,256555220.08,0.18532,256555220.08,2766989,92.72,United States,New York Stock Exchange Inc.,USD
SHOP,SHOPIFY SUBORDINATE VOTING INC CLA,Information Technology,Equity,256080029.25,0.18498,256080029.25,1950647,131.28,Canada,Toronto Stock Exchange,CAD
SCHW,CHARLES SCHWAB CORP,Financials,Equity,255105650.24,0.18428,255105650.24,2773792,91.97,United States,New York Stock Exchange Inc.,USD
ISRG,INTUITIVE SURGICAL INC,Health Care,Equity,254840303.97,0.18409,254840303.97,564693,451.29,United States,NASDAQ,USD
ETN,EATON PLC,Industrials,Equity,253966474.8,0.18345,253966474.8,619884,409.7,United States,New York Stock Exchange Inc.,USD
BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,Equity,250102944,0.18066,250102944,1310400,190.86,United States,NASDAQ,USD
PFE,PFIZER INC,Health Care,Equity,248025705.84,0.17916,248025705.84,9081864,27.31,United States,New York Stock Exchange Inc.,USD
UBER,UBER TECHNOLOGIES INC,Industrials,Equity,244401657.16,0.17655,244401657.16,3163366,77.26,United States,New York Stock Exchange Inc.,USD
6501,HITACHI LTD,Industrials,Equity,243540669.57,0.17592,243540669.57,7480580,32.56,Japan,Tokyo Stock Exchange,JPY
ENR,SIEMENS ENERGY N AG,Industrials,Equity,242470180.28,0.17515,242470180.28,1235908,196.19,Germany,Xetra,EUR
ABBN,ABB LTD,Industrials,Equity,242106093.36,0.17489,242106093.36,2544398,95.15,Switzerland,SIX Swiss Exchange,CHF
BLK,BLACKROCK INC,Financials,Equity,241787901.05,0.17466,241787901.05,231853,1042.85,United States,New York Stock Exchange Inc.,USD
DE,DEERE,Industrials,Equity,240538699.1,0.17375,240538699.1,409567,587.3,United States,New York Stock Exchange Inc.,USD
UNP,UNION PACIFIC CORP,Industrials,Equity,239996010,0.17336,239996010,955208,251.25,United States,New York Stock Exchange Inc.,USD
IBE,IBERDROLA SA,Utilities,Equity,239869938.34,0.17327,239869938.34,10241339,23.42,Spain,Bolsa De Madrid,EUR
COP,CONOCOPHILLIPS,Energy,Equity,238069822.76,0.17197,238069822.76,1979626,120.26,United States,New York Stock Exchange Inc.,USD
QCOM,QUALCOMM INC,Information Technology,Equity,232075195.44,0.16764,232075195.44,1711974,135.56,United States,NASDAQ,USD
HON,HONEYWELL INTERNATIONAL INC,Industrials,Equity,229909478.66,0.16608,229909478.66,1034603,222.22,United States,NASDAQ,USD
MC,LVMH,Consumer Discretionary,Equity,227378840.64,0.16425,227378840.64,398109,571.15,France,Nyse Euronext - Euronext Paris,EUR
WELL,WELLTOWER INC,Real Estate,Equity,226923947.49,0.16392,226923947.49,1099491,206.39,United States,New York Stock Exchange Inc.,USD
SPGI,S&P GLOBAL INC,Financials,Equity,224105231.27,0.16188,224105231.27,503981,444.67,United States,New York Stock Exchange Inc.,USD
LOW,LOWES COMPANIES INC,Consumer Discretionary,Equity,221611372.74,0.16008,221611372.74,882246,251.19,United States,New York Stock Exchange Inc.,USD
PANW,PALO ALTO NETWORKS INC,Information Technology,Equity,220361420.16,0.15918,220361420.16,1259496,174.96,United States,NASDAQ,USD
GLW,CORNING INC,Information Technology,Equity,220352266.2,0.15917,220352266.2,1331836,165.45,United States,New York Stock Exchange Inc.,USD
UBSG,UBS GROUP AG,Financials,Equity,217118315.53,0.15684,217118315.53,5055505,42.95,Switzerland,SIX Swiss Exchange,CHF
RR.,ROLLS-ROYCE HOLDINGS PLC,Industrials,Equity,214006372.39,0.15459,214006372.39,13421170,15.95,United Kingdom,London Stock Exchange,GBP
WDC,WESTERN DIGITAL CORP,Information Technology,Equity,210216191.29,0.15185,210216191.29,547709,383.81,United States,NASDAQ,USD
6857,ADVANTEST CORP,Information Technology,Equity,209736173.42,0.1515,209736173.42,1229000,170.66,Japan,Tokyo Stock Exchange,JPY
PLD,PROLOGIS REIT INC,Real Estate,Equity,206283132.64,0.14901,206283132.64,1453517,141.92,United States,New York Stock Exchange Inc.,USD
MRVL,MARVELL TECHNOLOGY INC,Information Technology,Equity,205085574,0.14815,205085574,1355400,151.31,United States,NASDAQ,USD
6758,SONY GROUP CORP,Consumer Discretionary,Equity,204966825.86,0.14806,204966825.86,9763490,20.99,Japan,Tokyo Stock Exchange,JPY
8035,TOKYO ELECTRON LTD,Information Technology,Equity,204547286.13,0.14776,204547286.13,712140,287.23,Japan,Tokyo Stock Exchange,JPY
8316,SUMITOMO MITSUI FINANCIAL GROUP IN,Financials,Equity,204129176.61,0.14745,204129176.61,5946834,34.33,Japan,Tokyo Stock Exchange,JPY
BBVA,BANCO BILBAO VIZCAYA ARGENTARIA SA,Financials,Equity,204084255.1,0.14742,204084255.1,9030638,22.6,Spain,Bolsa De Madrid,EUR
COF,CAPITAL ONE FINANCIAL CORP,Financials,Equity,203957595,0.14733,203957595,1007198,202.5,United States,New York Stock Exchange Inc.,USD
ULVR,UNILEVER PLC,Consumer Staples,Equity,201925532.58,0.14586,201925532.58,3543028,56.99,United Kingdom,London Stock Exchange,GBP
STX,SEAGATE TECHNOLOGY HOLDINGS PLC,Information Technology,Equity,201392670.6,0.14548,201392670.6,359694,559.9,United States,NASDAQ,USD
AI,LAIR LIQUIDE SOCIETE ANONYME POUR,Materials,Equity,201045055.27,0.14523,201045055.27,917577,219.1,France,Nyse Euronext - Euronext Paris,EUR
CB,CHUBB,Financials,Equity,199908007.52,0.14441,199908007.52,607088,329.29,United States,New York Stock Exchange Inc.,USD
PH,PARKER-HANNIFIN CORP,Industrials,Equity,198848962.08,0.14364,198848962.08,204432,972.69,United States,New York Stock Exchange Inc.,USD
DTE,DEUTSCHE TELEKOM N AG,Communication,Equity,198501485.88,0.14339,198501485.88,5866922,33.83,Germany,Xetra,EUR
DHR,DANAHER CORP,Health Care,Equity,197813135.5,0.14289,197813135.5,1016825,194.54,United States,New York Stock Exchange Inc.,USD
NOVO B,NOVO NORDISK CLASS B,Health Care,Equity,197324615.86,0.14254,197324615.86,5078254,38.86,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
9984,SOFTBANK GROUP CORP,Communication,Equity,194467925.64,0.14048,194467925.64,5982488,32.51,Japan,Tokyo Stock Exchange,JPY
BATS,BRITISH AMERICAN TOBACCO,Consumer Staples,Equity,193600746.26,0.13985,193600746.26,3486201,55.53,United Kingdom,London Stock Exchange,GBP
PGR,PROGRESSIVE CORP,Financials,Equity,193061735,0.13946,193061735,930418,207.5,United States,New York Stock Exchange Inc.,USD
BMY,BRISTOL MYERS SQUIBB,Health Care,Equity,192110258.36,0.13877,192110258.36,3234724,59.39,United States,New York Stock Exchange Inc.,USD
BP.,BP PLC,Energy,Equity,191938423.23,0.13865,191938423.23,25219586,7.61,United Kingdom,London Stock Exchange,GBP
NEM,NEWMONT,Materials,Equity,191079899.5,0.13803,191079899.5,1748215,109.3,United States,New York Stock Exchange Inc.,USD
LMT,LOCKHEED MARTIN CORP,Industrials,Equity,190710436.05,0.13776,190710436.05,333439,571.95,United States,New York Stock Exchange Inc.,USD
ACN,ACCENTURE PLC CLASS A,Information Technology,Equity,190461219.96,0.13758,190461219.96,979638,194.42,United States,New York Stock Exchange Inc.,USD
SAF,SAFRAN SA,Industrials,Equity,188227064.4,0.13597,188227064.4,567160,331.88,France,Nyse Euronext - Euronext Paris,EUR
AIR,AIRBUS GROUP,Industrials,Equity,187139168.27,0.13518,187139168.27,933851,200.39,France,Nyse Euronext - Euronext Paris,EUR
UCG,UNICREDIT,Financials,Equity,181537212.89,0.13113,181537212.89,2305230,78.75,Italy,Borsa Italiana,EUR
GSK,GLAXOSMITHKLINE,Health Care,Equity,180818908.21,0.13062,180818908.21,6429186,28.12,United Kingdom,London Stock Exchange,GBP
RIO,RIO TINTO PLC,Materials,Equity,180773967.7,0.13058,180773967.7,1835698,98.48,United Kingdom,London Stock Exchange,GBP
INTU,INTUIT INC,Information Technology,Equity,180574030.95,0.13044,180574030.95,446027,404.85,United States,NASDAQ,USD
VRT,VERTIV HOLDINGS CLASS A,Industrials,Equity,180436287.08,0.13034,180436287.08,577507,312.44,United States,New York Stock Exchange Inc.,USD
SYK,STRYKER CORP,Health Care,Equity,180240509.7,0.1302,180240509.7,550689,327.3,United States,New York Stock Exchange Inc.,USD
CRWD,CROWDSTRIKE HOLDINGS INC CLASS A,Information Technology,Equity,179935270.83,0.12998,179935270.83,400203,449.61,United States,NASDAQ,USD
1299,AIA GROUP LTD,Financials,Equity,179063363.22,0.12935,179063363.22,16933274,10.57,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
ENB,ENBRIDGE INC,Energy,Equity,177138248.58,0.12796,177138248.58,3406380,52,Canada,Toronto Stock Exchange,CAD
VRTX,VERTEX PHARMACEUTICALS INC,Health Care,Equity,177106662.81,0.12793,177106662.81,405659,436.59,United States,NASDAQ,USD
BNP,BNP PARIBAS SA,Financials,Equity,176154017.57,0.12725,176154017.57,1626794,108.28,France,Nyse Euronext - Euronext Paris,EUR
MO,ALTRIA GROUP INC,Consumer Staples,Equity,174614348.7,0.12613,174614348.7,2700918,64.65,United States,New York Stock Exchange Inc.,USD
APP,APPLOVIN CORP CLASS A,Information Technology,Equity,174133079.08,0.12579,174133079.08,368006,473.18,United States,NASDAQ,USD
SBUX,STARBUCKS CORP,Consumer Discretionary,Equity,173666491.8,0.12545,173666491.8,1775731,97.8,United States,NASDAQ,USD
CFR,COMPAGNIE FINANCIERE RICHEMONT SA,Consumer Discretionary,Equity,173342653.57,0.12522,173342653.57,867325,199.86,Switzerland,SIX Swiss Exchange,CHF
BMO,BANK OF MONTREAL,Financials,Equity,172099871.61,0.12432,172099871.61,1133451,151.84,Canada,Toronto Stock Exchange,CAD
MCK,MCKESSON CORP,Health Care,Equity,172041354,0.12428,172041354,204264,842.25,United States,New York Stock Exchange Inc.,USD
EQIX,EQUINIX REIT INC,Real Estate,Equity,170334021,0.12304,170334021,155650,1094.34,United States,NASDAQ,USD
ZURN,ZURICH INSURANCE GROUP AG,Financials,Equity,170097236.98,0.12287,170097236.98,235431,722.49,Switzerland,SIX Swiss Exchange,CHF
SAN,SANOFI SA,Health Care,Equity,169788002.75,0.12265,169788002.75,1783212,95.21,France,Nyse Euronext - Euronext Paris,EUR
CMCSA,COMCAST CORP CLASS A,Communication,Equity,169146442.85,0.12218,169146442.85,5822597,29.05,United States,NASDAQ,USD
TT,TRANE TECHNOLOGIES PLC,Industrials,Equity,167422255.44,0.12094,167422255.44,349437,479.12,United States,New York Stock Exchange Inc.,USD
NOW,SERVICENOW INC,Information Technology,Equity,167348760.72,0.12089,167348760.72,1671148,100.14,United States,New York Stock Exchange Inc.,USD
ADBE,ADOBE INC,Information Technology,Equity,167155475,0.12075,167155475,676250,247.18,United States,NASDAQ,USD
AEM,AGNICO EAGLE MINES LTD,Materials,Equity,165293510.41,0.1194,165293510.41,812977,203.32,Canada,Toronto Stock Exchange,CAD
CM,CANADIAN IMPERIAL BANK OF COMMERCE,Financials,Equity,165093508.19,0.11926,165093508.19,1517675,108.78,Canada,Toronto Stock Exchange,CAD
MDT,MEDTRONIC PLC,Health Care,Equity,164434518,0.11878,164434518,2005299,82,United States,New York Stock Exchange Inc.,USD
CME,CME GROUP INC CLASS A,Financials,Equity,163173362.4,0.11787,163173362.4,573746,284.4,United States,NASDAQ,USD
8058,MITSUBISHI CORP,Industrials,Equity,162882033.92,0.11766,162882033.92,5359404,30.39,Japan,Tokyo Stock Exchange,JPY
8411,MIZUHO FINANCIAL GROUP INC,Financials,Equity,161010745.79,0.11631,161010745.79,3860794,41.7,Japan,Tokyo Stock Exchange,JPY
WBC,WESTPAC BANKING CORPORATION CORP,Financials,Equity,160591866.29,0.116,160591866.29,5568153,28.84,Australia,Asx - All Markets,AUD
BK,BANK OF NEW YORK MELLON CORP,Financials,Equity,159414004.48,0.11515,159414004.48,1155844,137.92,United States,New York Stock Exchange Inc.,USD
TMUS,T MOBILE US INC,Communication,Equity,158982785.91,0.11484,158982785.91,813669,195.39,United States,NASDAQ,USD
DUK,DUKE ENERGY CORP,Utilities,Equity,158866861.53,0.11476,158866861.53,1264159,125.67,United States,New York Stock Exchange Inc.,USD
SO,SOUTHERN,Utilities,Equity,158473572.96,0.11447,158473572.96,1724038,91.92,United States,New York Stock Exchange Inc.,USD
CVS,CVS HEALTH CORP,Health Care,Equity,154103904.96,0.11132,154103904.96,1992036,77.36,United States,New York Stock Exchange Inc.,USD
ISP,INTESA SANPAOLO,Financials,Equity,153988935.44,0.11124,153988935.44,22673838,6.79,Italy,Borsa Italiana,EUR
OR,LOREAL SA,Consumer Staples,Equity,153514701.75,0.11089,153514701.75,378469,405.62,France,Nyse Euronext - Euronext Paris,EUR
BN,BROOKFIELD CORP CLASS A,Financials,Equity,152703183.16,0.11031,152703183.16,3282914,46.51,Canada,Toronto Stock Exchange,CAD
BNS,BANK OF NOVA SCOTIA,Financials,Equity,152233349.57,0.10997,152233349.57,2002225,76.03,Canada,Toronto Stock Exchange,CAD
D05,DBS GROUP HOLDINGS LTD,Financials,Equity,149691810.76,0.10813,149691810.76,3314809,45.16,Singapore,Singapore Exchange,SGD
BX,BLACKSTONE INC,Financials,Equity,149601242,0.10807,149601242,1164212,128.5,United States,New York Stock Exchange Inc.,USD
HWM,HOWMET AEROSPACE INC,Industrials,Equity,148580721.96,0.10733,148580721.96,599793,247.72,United States,New York Stock Exchange Inc.,USD
FCX,FREEPORT MCMORAN INC,Materials,Equity,148496426.76,0.10727,148496426.76,2197668,67.57,United States,New York Stock Exchange Inc.,USD
FDX,FEDEX CORP,Industrials,Equity,147547854.93,0.10658,147547854.93,373927,394.59,United States,New York Stock Exchange Inc.,USD
ENEL,ENEL,Utilities,Equity,147302220.1,0.1064,147302220.1,12929880,11.39,Italy,Borsa Italiana,EUR
7011,MITSUBISHI HEAVY INDUSTRIES LTD,Industrials,Equity,146434664.74,0.10578,146434664.74,5161320,28.37,Japan,Tokyo Stock Exchange,JPY
CNQ,CANADIAN NATURAL RESOURCES LTD,Energy,Equity,146382037.11,0.10574,146382037.11,3299821,44.36,Canada,Toronto Stock Exchange,CAD
SNPS,SYNOPSYS INC,Information Technology,Equity,144573398.1,0.10443,144573398.1,309195,467.58,United States,NASDAQ,USD
PNC,PNC FINANCIAL SERVICES GROUP INC,Financials,Equity,144120302.4,0.10411,144120302.4,631968,228.05,United States,New York Stock Exchange Inc.,USD
8031,MITSUI LTD,Industrials,Equity,144121363.49,0.10411,144121363.49,3974184,36.26,Japan,Tokyo Stock Exchange,JPY
CMI,CUMMINS INC,Industrials,Equity,143565078.25,0.10371,143565078.25,224675,638.99,United States,New York Stock Exchange Inc.,USD
NAB,NATIONAL AUSTRALIA BANK LTD,Financials,Equity,143562031.03,0.1037,143562031.03,4861726,29.53,Australia,Asx - All Markets,AUD
ICE,INTERCONTINENTAL EXCHANGE INC,Financials,Equity,142606307.81,0.10301,142606307.81,898987,158.63,United States,New York Stock Exchange Inc.,USD
BSX,BOSTON SCIENTIFIC CORP,Health Care,Equity,140659449.6,0.10161,140659449.6,2363230,59.52,United States,New York Stock Exchange Inc.,USD
MUV2,MUENCHENER RUECKVERSICHERUNGS-GESE,Financials,Equity,140579031.67,0.10155,140579031.67,210601,667.51,Germany,Xetra,EUR
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Consumer Discretionary,Equity,140449462.35,0.10145,140449462.35,374083,375.45,United States,NASDAQ,USD
PWR,QUANTA SERVICES INC,Industrials,Equity,140261111.44,0.10132,140261111.44,231496,605.89,United States,New York Stock Exchange Inc.,USD
CEG,CONSTELLATION ENERGY CORP,Utilities,Equity,140161854.8,0.10125,140161854.8,504724,277.7,United States,NASDAQ,USD
WM,WASTE MANAGEMENT INC,Industrials,Equity,140154717.3,0.10124,140154717.3,627315,223.42,United States,New York Stock Exchange Inc.,USD
CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,Equity,138966849.92,0.10038,138966849.92,426488,325.84,United States,NASDAQ,USD
USB,US BANCORP,Financials,Equity,138782988.12,0.10025,138782988.12,2441643,56.84,United States,New York Stock Exchange Inc.,USD
INGA,ING GROEP NV,Financials,Equity,138483676.45,0.10003,138483676.45,4810712,28.79,Netherlands,Euronext Amsterdam,EUR
